0	0	PC	0.0
0	0	Other	1.0
0	0	PH	0.0
0	1	PC	0.0
0	1	Other	1.0
0	1	PH	0.0
0	2	PC	0.0
0	2	Other	1.0
0	2	PH	0.0
0	3	PC	0.0
0	3	Other	1.0
0	3	PH	0.0
0	4	PC	0.0
0	4	Other	1.0
0	4	PH	0.0
0	5	PC	0.0
0	5	Other	1.0
0	5	PH	0.0
0	6	PC	0.0
0	6	Other	1.0
0	6	PH	0.0
0	7	PC	1.0
0	7	Other	0.0
0	7	PH	0.0
0	8	PC	1.0
0	8	Other	0.0
0	8	PH	0.0
0	9	PC	1.0
0	9	Other	0.0
0	9	PH	0.0
0	10	PC	1.0
0	10	Other	0.0
0	10	PH	0.0
0	11	PC	1.0
0	11	Other	0.0
0	11	PH	0.0
0	12	PC	1.0
0	12	Other	0.0
0	12	PH	0.0
0	13	PC	1.0
0	13	Other	0.0
0	13	PH	0.0
0	14	PC	1.0
0	14	Other	0.0
0	14	PH	0.0
0	15	PC	1.0
0	15	Other	0.0
0	15	PH	0.0
0	16	PC	1.0
0	16	Other	0.0
0	16	PH	0.0
0	17	PC	1.0
0	17	Other	0.0
0	17	PH	0.0
0	18	PC	1.0
0	18	Other	0.0
0	18	PH	0.0
0	19	PC	1.0
0	19	Other	0.0
0	19	PH	0.0
0	20	PC	1.0
0	20	Other	0.0
0	20	PH	0.0
0	21	PC	1.0
0	21	Other	0.0
0	21	PH	0.0
0	22	PC	1.0
0	22	Other	0.0
0	22	PH	0.0
0	23	PC	1.0
0	23	Other	0.0
0	23	PH	0.0
0	24	PC	1.0
0	24	Other	0.0
0	24	PH	0.0
0	25	PC	1.0
0	25	Other	0.0
0	25	PH	0.0
0	26	PC	0.0
0	26	Other	1.0
0	26	PH	0.0
0	27	PC	0.0
0	27	Other	1.0
0	27	PH	0.0
0	28	PC	0.0
0	28	Other	1.0
0	28	PH	0.0
0	29	PC	0.0
0	29	Other	1.0
0	29	PH	0.0
0	30	PC	0.0
0	30	Other	1.0
0	30	PH	0.0
0	31	PC	0.0
0	31	Other	1.0
0	31	PH	0.0
0	32	PC	0.0
0	32	Other	1.0
0	32	PH	0.0
0	33	PC	0.0
0	33	Other	1.0
0	33	PH	0.0
0	34	PC	0.0
0	34	Other	1.0
0	34	PH	0.0
0	35	PC	0.0
0	35	Other	1.0
